Año Cuenta Pública,Grupo Funcional,Sector,Ente Fiscalizado,Entidad Federativa,Tipo Auditoría,Número,Título,Universo (miles pesos),Muestra (miles pesos),Ente a quien se dirige la Acción,Tipo Acción,Clave Acción,Acción Superveniente,Texto Acción,Estado de Trámite,Auditorías,Acciones
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1327,Programa de Escuelas de Tiempo Completo,"500,693.10","458,897.20",Servicio de Administración Tributaria,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1328,Recursos del Fondo de Aportaciones Múltiples,"638,021.90","446,181.70",Gobierno del Estado de Sinaloa,Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1329,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"956,446.20","956,446.20",Gobierno del Estado de Sinaloa,Informe de Presunta Responsabilidad Administrativa,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1329,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"956,446.20","956,446.20",Gobierno del Estado de Sinaloa,Pliego de Observaciones,2017-A-25000-16-1329-06-002,2017-A-25000-16-1329-15-002/EPRA/0068/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 89,379.00 pesos ( ochenta y nueve mil trescientos setenta y nueve pesos 00/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la cuenta bancaria de la Tesorería de la Federación, por realizar pagos de conceptos no financiables con recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas 2017.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1329,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"956,446.20","956,446.20",Gobierno del Estado de Sinaloa,Pliego de Observaciones,2017-A-25000-16-1329-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 288,641.52 pesos ( doscientos ochenta y ocho mil seiscientos cuarenta y un pesos 52/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la cuenta bancaria de la Tesorería de la Federación, por no comprometer, ni pagar los recursos del fondo.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1330,Recursos del Fondo de Aportaciones para la Educación Tecnológica y de Adultos,"291,759.20","142,551.50",Gobierno del Estado de Sinaloa,Informe de Presunta Responsabilidad Administrativa,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1330,Recursos del Fondo de Aportaciones para la Educación Tecnológica y de Adultos,"291,759.20","142,551.50",Gobierno del Estado de Sinaloa,Pliego de Observaciones,2017-A-25000-16-1330-06-001,2017-A-25000-16-1330-15-001/EPRA/0286/2019,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 1,150,270.16 pesos ( un millón ciento cincuenta mil doscientos setenta pesos 16/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la cuenta bancaria del fondo, integrados por 1,143,950.22 pesos (un millón ciento cuarenta y tres mil novecientos cincuenta pesos 22/100 m.n.) correspondientes al saldo reflejado en la cuenta del fondo a cargo del Colegio Nacional de Educación Profesional Técnica de Sinaloa, y 6,319.94 pesos (seis mil trescientos diecinueve pesos 94/100 m.n.) reflejados en la cuenta del fondo a cargo la Secretaría de Administración Finanzas.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1331,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"10,043,489.80","10,021,228.60",Gobierno del Estado de Sinaloa,Pliego de Observaciones,2017-A-25000-16-1331-06-006,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 203,410,748.72 pesos ( doscientos tres millones cuatrocientos diez mil setecientos cuarenta y ocho pesos 72/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación por el pago de 607 servidores públicos que no fueron localizados en sus centros de trabajo y de los cuales no se proporcionó la justificación de su ausencia.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1331,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"10,043,489.80","10,021,228.60",Gobierno del Estado de Sinaloa,Pliego de Observaciones,2017-A-25000-16-1331-06-003,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 972,161.64 pesos ( novecientos setenta y dos mil ciento sesenta y un pesos 64/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación por realizar pagos de remuneraciones indebidas al personal durante el periodo de la licencia sin goce de sueldo.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1331,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"10,043,489.80","10,021,228.60",Gobierno del Estado de Sinaloa,Pliego de Observaciones,2017-A-25000-16-1331-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 159,715.90 pesos ( ciento cincuenta y nueve mil setecientos quince pesos 90/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro por no haber transferido a la Tesorería de la Federación el importe de los cheques cancelados a los trabajadores.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1331,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"10,043,489.80","10,021,228.60",Gobierno del Estado de Sinaloa,Pliego de Observaciones,2017-A-25000-16-1331-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 3,936,548.16 pesos ( tres millones novecientos treinta y seis mil quinientos cuarenta y ocho pesos 16/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación por realizar pagos a 44 trabajadores que realizaron funciones no destinadas a la educación básica y normal.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1331,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"10,043,489.80","10,021,228.60",Gobierno del Estado de Sinaloa,Pliego de Observaciones,2017-A-25000-16-1331-06-004,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 3,258,139.88 pesos ( tres millones doscientos cincuenta y ocho mil ciento treinta y nueve pesos 88/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación por realizar pagos posteriores a la fecha de baja de los trabajadores.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1331,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"10,043,489.80","10,021,228.60",Gobierno del Estado de Sinaloa,Pliego de Observaciones,2017-A-25000-16-1331-06-005,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 951,726.93 pesos ( novecientos cincuenta y un mil setecientos veintiséis pesos 93/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación por realizar pagos a trabajadores adscritos en más de un estado, los cuales no son compatibles geográficamente.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1332,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"215,518.90","112,312.40",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1334,Recursos del Fondo de Infraestructura Social para las Entidades,"105,820.60","75,872.00",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sinaloa,Sinaloa,Cumplimiento Financiero con Enfoque de Desempeño,1338,Sistema de Evaluación del Desempeño del Gasto Federalizado,-,-,Gobierno del Estado de Sinaloa,Recomendación,,,,,1,3
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1352,Apoyos a Centros y Organizaciones de Educación,"650,000.00","542,356.20",Servicio de Administración Tributaria,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1353,Distribución de las Participaciones Federales,"4,381,540.00","4,381,540.00",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1354,Entrega de los Recursos del Gasto Federalizado a los Entes Ejecutores de la Entidad Federativa y sus Municipios,"590,014.30","590,014.30",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1355,Fortalecimiento Financiero,"1,234,718.40","833,108.10",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1356,Participaciones Federales a Entidades Federativas,"21,214,351.00","11,189,344.80",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1359,PROSPERA Programa de Inclusión Social: Componente de Salud,"50,237.40","33,658.80",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1365,Recursos del Fondo de Aportaciones para los Servicios de Salud,"2,389,879.80","1,645,521.90",Gobierno del Estado de Sonora,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1367,Recursos del Programa Escuelas al CIEN,"190,412.60","102,796.50",Gobierno del Estado de Sonora,Informe de Presunta Responsabilidad Administrativa,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1367,Recursos del Programa Escuelas al CIEN,"190,412.60","102,796.50",Gobierno del Estado de Sonora,Pliego de Observaciones,2017-A-26000-15-1367-06-001,2017-A-26000-15-1367-15-001,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 259,615.34 pesos ( doscientos cincuenta y nueve mil seiscientos quince pesos 34/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta el reintegro a la cuenta del programa, debido al saldo pendiente por amortizar del anticipo otorgado en el contrato número ISIE-FP100-17-035 ejecutado por el Instituto Sonorense de Infraestructura Educativa con cargo en el Programa Escuelas al CIEN del Ejercicio Fiscal 2017.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1368,Recursos Federales Transferidos a través del Acuerdo de Coordinación Celebrado entre la Secretaría de Salud y la Entidad Federativa,"607,472.90","442,859.00",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1638,Recursos del Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,"1,639,325.80","1,639,325.80",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero,1670,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"534,031.20","534,031.20",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero con Enfoque de Desempeño,1357,Programa de Escuelas de Tiempo Completo,"263,782.50","184,808.10",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero con Enfoque de Desempeño,1360,Recursos del Fondo de Aportaciones Múltiples,"487,287.80","283,407.80",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero con Enfoque de Desempeño,1361,Recursos del Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,"882,907.50","882,907.50",Gobierno del Estado de Sonora,Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero con Enfoque de Desempeño,1362,Recursos del Fondo de Aportaciones para la Educación Tecnológica y de Adultos,"292,191.90","205,963.30",Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero con Enfoque de Desempeño,1363,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"8,729,335.70","8,381,970.00",Gobierno del Estado de Sonora,Pliego de Observaciones,2017-A-26000-16-1363-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 2,050,464.52 pesos ( dos millones cincuenta mil cuatrocientos sesenta y cuatro pesos 52/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, ya que la Secretaría de Educación Pública realizó 917 pagos indebidos por cuenta y orden de los Servicios Educativos del Estado de Sonora (SEES) a 344 trabajadores, posteriores a la fecha de su baja definitiva que contaron con 531 plazas con recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo adscritos a 257 centros de trabajo.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero con Enfoque de Desempeño,1363,Recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo,"8,729,335.70","8,381,970.00",Gobierno del Estado de Sonora,Pliego de Observaciones,2017-A-26000-16-1363-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 3,404,583.48 pesos ( tres millones cuatrocientos cuatro mil quinientos ochenta y tres pesos 48/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, ya que la Secretaría de Educación Pública realizó 701 pagos indebidos por cuenta y orden de los Servicios Educativos del Estado de Sonora (SEES) a 97 trabajadores posteriores a la fecha de su licencia sin goce de sueldo que contaron con 185 plazas con recursos del Fondo de Aportaciones para la Nómina Educativa y Gasto Operativo adscritos a 77 centros de trabajo.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero con Enfoque de Desempeño,1364,Recursos del Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,"301,427.70","240,551.40",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero con Enfoque de Desempeño,1366,Recursos del Fondo de Infraestructura Social para las Entidades,"73,661.10","73,661.10",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Cumplimiento Financiero con Enfoque de Desempeño,1369,Sistema de Evaluación del Desempeño del Gasto Federalizado,-,-,-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Sonora,Sonora,Inversiones Físicas,1358,Programas y Fondos Federales en el Estado de Sonora,"682,010.60","682,010.60",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1382,Apoyos a Centros y Organizaciones de Educación,"500,000.00","500,000.00",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-15-1382-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 726,863.44 pesos ( setecientos veintiséis mil ochocientos sesenta y tres pesos 44/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, porque el estado no reintegró a la Tesorería de la Federación los recursos no comprometidos al 31 de diciembre de 2017, ni los recursos no pagados al 31 de marzo de 2018 del programa Apoyos a Centros y Organizaciones de Educación (U0080) 2017, que permanecen en las cuentas bancarias de las áreas ejecutoras del gasto.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1382,Apoyos a Centros y Organizaciones de Educación,"500,000.00","500,000.00",Gobierno del Estado de Tabasco,Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1383,Distribución de las Participaciones Federales,"5,068,905.00","5,068,905.00",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1384,Entrega de los Recursos del Gasto Federalizado a los Entes Ejecutores de la Entidad Federativa y sus Municipios,"546,460.40","546,460.40",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-15-1384-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 1,076,527.96 pesos ( un millón setenta y seis mil quinientos veintisiete pesos 96/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por los recursos que no se ministraron a los ejecutores del gasto y permanecen en las cuentas bancarias de la Secretaría de Planeación y Finanzas (SEPLAFIN), que a la fecha, no han sido reintegrados a la Tesorería de la Federación.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1385,Participaciones Federales a Entidades Federativas,"16,522,123.00","8,480,766.00",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1393,Recursos del Fondo de Aportaciones para los Servicios de Salud,"2,428,326.70","2,428,326.70",Gobierno del Estado de Tabasco,Informe de Presunta Responsabilidad Administrativa,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1393,Recursos del Fondo de Aportaciones para los Servicios de Salud,"2,428,326.70","2,428,326.70",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-15-1393-06-002,2017-A-27000-15-1393-15-001,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 264,888,318.23 pesos ( doscientos sesenta y cuatro millones ochocientos ochenta y ocho mil trescientos dieciocho pesos 23/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro, por pagar con los recursos del Fondo de Aportaciones para los Servicios de Salud 2017, la nivelación salarial del personal estatal correspondiente a la nómina de 2016, concepto que no es procedente para financiarse con el fondo.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1393,Recursos del Fondo de Aportaciones para los Servicios de Salud,"2,428,326.70","2,428,326.70",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-15-1393-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 8,401,796.35 pesos ( ocho millones cuatrocientos un mil setecientos noventa y seis pesos 35/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro, por no haber reintegrado a la Tesorería de la Federación, a más tardar el 15 de enero de 2018, los recursos del Fondo de Aportaciones para los Servicios de Salud 2017 no comprometidos ni devengados al 31 de diciembre de 2017, en los objetivos del fondo.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1393,Recursos del Fondo de Aportaciones para los Servicios de Salud,"2,428,326.70","2,428,326.70",Gobierno del Estado de Tabasco,Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1393,Recursos del Fondo de Aportaciones para los Servicios de Salud,"2,428,326.70","2,428,326.70",Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1395,Recursos del Programa Escuelas al CIEN,"417,225.70","335,022.70",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-15-1395-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 414,060.16 pesos ( cuatrocientos catorce mil sesenta pesos 16/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la cuenta bancaria en la que se manejan exclusivamente los recursos del programa en la entidad federativa, porque el Instituto Tabasqueño de la Infraestructura Física Educativa Básica le transfirió a la Secretaría de Planeación y Finanzas del Estado de Tabasco los recursos correspondientes a la aplicación de penas convencionales a los contratistas por incumplimiento del contrato en la ejecución de las obras financiadas con los Recursos del Programa Escuelas al Cien 2017, y ésta última no los ha devuelto a la cuenta del programa; en su caso, deberán ser acreditados ante este órgano de fiscalización con la evidencia documental de su destino y aplicación en los objetivos del programa, de acuerdo con la normativa aplicable.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1395,Recursos del Programa Escuelas al CIEN,"417,225.70","335,022.70",Gobierno del Estado de Tabasco,Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1396,Recursos Federales Transferidos a través del Acuerdo de Coordinación Celebrado entre la Secretaría de Salud y la Entidad Federativa,"1,411,824.60","943,407.10",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-15-1396-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 262,300.59 pesos ( doscientos sesenta y dos mil trescientos pesos 59/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro, por no haber reintegrado a la Tesorería de la Federación, a más tardar el 15 de enero de 2018, los Recursos Federales Transferidos a través del Acuerdo de Coordinación Celebrado entre la Secretaría de Salud y la Entidad Federativa 2017, no comprometidos ni devengados al 31 de diciembre de 2017, en los objetivos del programa.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1396,Recursos Federales Transferidos a través del Acuerdo de Coordinación Celebrado entre la Secretaría de Salud y la Entidad Federativa,"1,411,824.60","943,407.10",Gobierno del Estado de Tabasco,Recomendación,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1639,Recursos del Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,"1,327,328.50","1,327,328.50",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1671,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"1,196,369.50","1,196,369.50",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1716,Fortalecimiento Financiero,"1,008,935.80","911,705.30",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-15-1716-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 187,309,658.52 pesos ( ciento ochenta y siete millones trescientos nueve mil seiscientos cincuenta y ocho pesos 52/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por la falta de documentación comprobatoria del gasto financiado con los recursos del Fortalecimiento Financiero 2017.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1716,Fortalecimiento Financiero,"1,008,935.80","911,705.30",Gobierno del Estado de Tabasco,Pliego de Observaciones,2017-A-27000-15-1716-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 43,674,086.85 pesos ( cuarenta y tres millones seiscientos setenta y cuatro mil ochenta y seis pesos 85/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por los recursos no comprometidos al 31 de diciembre de 2017, y los no pagados al 31 de marzo de 2018 del Fortalecimiento Financiero (FORTAFIN) 2017, que permanecen en las cuentas bancarias de la Secretaría de Planeación y Finanzas y de los municipios ejecutores del gasto del estado de Tabasco.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Tabasco,Tabasco,Cumplimiento Financiero,1716,Fortalecimiento Financiero,"1,008,935.80","911,705.30","Municipio de Jalapa, Tabasco",Informe de Presunta Responsabilidad Administrativa,,,,,1,2
